SerialN,Name,Ratings,Price,OS,Colour,RAM,Product Dimensions,Connectivity technologies,Special features,Date
317,,2 out of 5 stars,,Android,Pink,1 GB,13.9 x 0.7 x 6.9 cm,"GSM, (900/1800 MHz), 3G, (2100 MHz), WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
318,,2 out of 5 stars,,Android,WHITE BIRCH,,14 x 7 x 4 cm,4G LTE,"Dual SIM, Primary Camera",2016-04-07
319,,3.7 out of 5 stars,"7,389.00","Android, Lollipop",White,1 GB,16.6 x 0.9 x 8.5 cm,"GSM, (900/1800/850/1900 MHz), 3G, WCDMA, (900/2100MHz), GPRS, WiFi","Dual SIM, GPS, Music Player, Video Player, E-mail, G-sensor, Proximity sensor, Light sensor, Expandable Memory: 32GB",2016-04-07
320,,,"2,799.00",Android,black,256 MB,15.5 x 9.7 x 6.1 cm,HSDPA,Expandable Memory Upto 32GB,2016-04-07
321,,3.9 out of 5 stars,"6,399.00","Android, Kitkat",Black,1 GB,19.2 x 18.9 x 3.6 cm,"GSM, (900/1800/1900 MHz), WCDMA, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, G sensor, E-mail, Expandable Memory: 32GB",2016-04-07
322,,3.1 out of 5 stars,"10,849.00",,,,18.6 x 11.2 x 6 cm,,,2016-04-07
323,,3.1 out of 5 stars,"7,980.00","Android, Lollipop",Black,2 GB,14 x 0.9 x 7.1 cm,"GSM, 3G, HSDPA, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
324,,2 out of 5 stars,,"Android, Jellybean",Black,512 MB,16.6 x 10 x 6.4 cm,"GSM, (900/1800 MHz), WiFi, WCDMA, 3G, (2100 MHz)","Music Player, Video Player, Proximity sensor, Accelerometer, Ambient light sensor, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-07
325,,3.1 out of 5 stars,"3,099.00",Android,White,,12.6 x 1 x 6.3 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, Accelerometer",2016-04-07
326,,3.8 out of 5 stars,"39,999.00","Android, Kitkat",Black,3 GB,15.1 x 0.8 x 8.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, (850/900/1900/2100 MHz), HSDPA, 4G LTE Cat.6 300/50Mbps, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac (2X2 MIMO)","Video Calls, Single SIM, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Geo-magnetic, Gyroscope, RGB ambient light, Barometer, Hall Sensor, Finger Scanner, UV, HRM, E-mail, Expandable Memory: 64GB",2016-04-07
327,,3 out of 5 stars,"4,444.00",Android,Black,,14.3 x 1.1 x 7.3 cm,"GSM, (1800/900 MHz), HSPA+, 3G, (2100 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, Accelerometer, E-mail",2016-04-07
328,,5 out of 5 stars,,"Android, jellyBean, Android^jellyBean",Black Gold,2 GB,15.4 x 8.8 x 6.4 cm,HSDPA,"5.2-inch Capacitive Touchscreen, 13 MP Primary Camera, 2.1 MP Secondary Camera, Android v4.2.2 (Jelly Bean), 2.26 GHz Qualcomm Snapdragon 800 Quad Core Processor, 3000 mAh",2016-04-07
329,,2.7 out of 5 stars,"11,990.00",Android,Onyx Black,,15.3 x 0.8 x 7.6 cm,"GSM, 3G, 4G LTE, HSPA+, WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Game rotation sensor, Orientation sensor, Proximity sensor, Light sensor, eCompass sensor, E-mail",2016-04-07
330,,2.4 out of 5 stars,"6,100.00","Android, Kitkat",White,1 GB,12.4 x 1.1 x 6.5 cm,"GSM, CDMA, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 64GB",2016-04-07
331,,3.5 out of 5 stars,"5,990.00","Android, Jellybean",Black,1 GB,13.5 x 0.8 x 5.9 cm,"GSM, (900/1800 MHz), UMTS, 3G, (2100 MHz), WiFi","Music Player, Video Player, E-mail, GPS, Proximity sensor, Accelerometer, Ambient light sensor, Dual SIM",2016-04-07
332,,2.1 out of 5 stars,"5,990.00","Android, Jellybean",White,1 GB,13.2 x 1 x 6.6 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, GPS, Dual SIM, E-mail, Ambient light sensor, Accelerometer, Proximity sensor, Digital compass",2016-04-07
333,,,,Android,Gold,3 GB,14.2 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Gyro sensor, Proximity sensor, eCompass, Barometer, Heart rate sensor, SPO2 sensor, E-mail",2016-04-07
334,,4.1 out of 5 stars,"5,399.00","Android, Kitkat",White,1 GB,12.8 x 0.9 x 6.4 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
335,,3.9 out of 5 stars,"4,659.00","Android, Kitkat",White-Silver,512 MB,17.6 x 13.6 x 3.6 cm,"GSM, WiFi","Music Player, Video Player, E-mail, GPS, FM Radio, Expandable Memory: 32GB",2016-04-07
336,,3.9 out of 5 stars,,Android,Black,,12.9 x 1 x 6.6 cm,"GSM, WiFi 802.11b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail",2016-04-07
337,,3.7 out of 5 stars,"2,299.00",android,White,,15.5 x 9.1 x 4.6 cm,,"Dual SIM, Primary Camera, Wifi",2016-04-07
338,,3.4 out of 5 stars,,"Android, Jellybean",Pristine White,2 GB,12.8 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, WiFi","Music Player, Video Player, FM Radio, E-mail, GPS, Light sensor, Motion sensor, Proximity sensor, Magnetic sensor, Gyroscope sensor, Dual SIM",2016-04-07
339,,2.4 out of 5 stars,,Android,White,2 GB,14.2 x 0.8 x 7.3 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, eCompass, Barometer, Temperature sensor, Humidity sensor, Heart rate sensor, E-mail, Expandable Memory: 128GB",2016-04-07
340,,,,Android,White,,15.1 x 1.1 x 7.2 cm,"GSM, 3G, 4G LTE, WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, eCompass, Proximity sensor, Accelerometer, Ambient light sensor, Gyroscope, E-mail",2016-04-07
341,,,,"Android, Jellybean",Black,512 MB,17 x 9.8 x 5.6 cm,WiFi HSDPA,"Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
342,,,,"Android, Jellybean",Red,512 MB,,"GSM, (900/1800 MHz), EDGE","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, E-mail",2016-04-07
343,,3 out of 5 stars,,"Android, Jellybean",Black,512 MB,18.5 x 9.8 x 6 cm,"GSM, (900/1800 MHz), UMTS, 3G, (2100 MHz), WiFi","Music Player, Video Player, FM Radio, G sensor, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-07
344,,4 out of 5 stars,"8,290.00","Android, Lollipop",Grey,2 GB,13.6 x 0.9 x 6.8 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail",2016-04-07
345,,2.3 out of 5 stars,,"Android, jellyBean, Android^jellyBean",white,1 GB,18.4 x 11.8 x 6.4 cm,HSDPA,"5.0 inches Display IPS Screen, 1.2 GHz. Snapdragon Quad Core Processor, 4GB internal memory, 2 mega Pixel Front Camera, 4.3 Android Jelly Bean Operating System",2016-04-07
346,,4.5 out of 5 stars,"4,599.00",Android,Black,1 GB,13.5 x 1 x 6.8 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
347,,1 out of 5 stars,"5,290.00",android,red,0.50 MB,17 x 9.7 x 5.1 cm,WCDMA,"Quad Core 1.3 GHz, Android 4.4.2 (Kitkat), IPS FWVGA 480x854 pixels, 5 MP Auto Focus with LED Flash Back Camera, Battery-1650mAh Lithium Polymer",2016-04-07
348,,3.3 out of 5 stars,"1,999.00","Android, Gingerbread",Champange,256 MB,14.4 x 5 x 8.4 cm,"GSM, (900/1800 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, G sensor, E-mail, Expandable Memory: 16GB",2016-04-07
349,,2.6 out of 5 stars,,"Android, jellyBean, Android^jellyBean",Black,512 MB,17.2 x 10.2 x 5.2 cm,HSDPA,"1 GHz SC7710G Processor, 2 MP Rear Camera With LED Flash, 0.3MP Front Camera, 1500 MAh Battery, 512 MB RAM, 4.5 Inch Touchscreen Display",2016-04-07
350,,,,Android,,,,,"RAM 512MB, Internal storage 8GB, Expandable storage Yes, Expandable storage up to (GB) 32, Screen size (inches) 5.00",2016-04-07
351,,,"21,000.00","Android, Jellybean",Pink,2 GB,13.1 x 1.1 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), EDGE, 3G, GPRS","Voice Calling, GPS, Music Player, Video Player, FM Radio, Proximity sensor, eCompass, Accelerometer, Gyroscope, Magnetometer, Ambient light sensor, E-mail",2016-04-07
352,,3.6 out of 5 stars,,Android,White,512 MB,12.3 x 0.9 x 6.3 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Light sensor, Proximity sensor, E-mail",2016-04-07
353,,,,Android,White,512 MB,14.5 x 7.5 x 0.8 cm,3G,"Android 4.4.2 KitKat OS, 1.3 GHz Quad Core Processor, 3G With Wifi, 8 MP Primary Camera, 3.2 MP Secondary Camera",2016-04-07
354,,4 out of 5 stars,"12,999.00","Lollipop, Android",gold,,16.2 x 8.8 x 5 cm,4G LTE,"Dual SIM, Primary Camera",2016-04-07
355,,3.2 out of 5 stars,"18,349.00","Android, Lollipop",White,2 GB,14.6 x 0.7 x 7.3 cm,"GSM, 3G, UMTS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, E-mail, Expandable Memory: 128GB",2016-04-07
356,,3.1 out of 5 stars,"6,989.00",Android,Black,1 GB,11.3 x 0.9 x 6.4 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, E-mail",2016-04-07
357,,4.1 out of 5 stars,,Android,brown,3 GB,16.2 x 8.8 x 5 cm,4G LTE,"Dual Sim Option, 4G, 3G, 2G Network Compatible, Premium Genuine Leather Back cover, Extra back cover free in the box",2016-04-07
358,,4 out of 5 stars,,"Android, Kitkat",Black,1 GB,14.3 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, Accelerometer, Hall sensor, E-mail, Expandable Memory: 32GB",2016-04-07
359,,4.1 out of 5 stars,"9,500.00",Android,Black,,14.3 x 0.8 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850/900/1900/2100 MHz), FDD, 4G LTE, (B1/3/5/7/8/20/), TD-40","Dual SIM, GPS, Music Player, Video Player, Distance sensor, Light sensor, G sensor, eCompass, E-mail",2016-04-07
360,,4.3 out of 5 stars,,Android,Blue,1 GB,15 x 8.4 x 4.8 cm,HSDPA,"The latest smartphone with Quad core, 1300 MHz, ARM Cortex-A7 processor,1024 MB RAM,4 GB Built in support and  32 GB stogare expansion., Android kitkat (4.4.4) OS, 4.5  inches IPS LCD display,480 x 854 pixels resolution., 5 megapixels Front camera with LED flash and  Autofocus, Touch to focus, Face detection, Geo tagging features,2 megapixels rear camera, 1700 mAh battery capacity,8.00 hours talktime and 6.7 days (160 hours) Stand-by time., Box includes: Mobile Handset, Battery,Charger,USB cable,Hands Free,User manual,Warrenty card and 1 Screen Guard",2016-04-07
361,,,,Android,goldq,,14.7 x 1 x 6.5 cm,3G,"8GB Built-In Memory with Card Slot expandable up to 32GB, 5 MP Back Camera With Flash & 1.3 Front Camera, 5.0 inches FWVGA Screen with resolution 854 x 480 pixels, Dual Sim GSM+WCDMA 3G, Supports WhatsApp, Facebook and Twitter, Plastic Elegnat Box",2016-04-07
362,,2.7 out of 5 stars,,Android,White,,13.4 x 1 x 6.7 cm,WiFi,"Dual SIM, Android 4.4 kitkat, Screen Size 4.5'' Q HD 540x960 OPS Screen, RAM 1 GB, 8 Mp Primary Camera",2016-04-07
363,,4.5 out of 5 stars,,Android,,,,,"Bluetooth Tethering, Touchscreen, Dual SIM, Primary Camera, GPS, Wifi",2016-04-07
364,,3.9 out of 5 stars,"10,990.00","Android, Kitkat",White,1 GB,14.5 x 0.9 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), HSPA+, 3G, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi b/g/n 2.4GHz","Video Calls, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Geomagnetic sensor, E-mail, Expandable Memory: 64GB",2016-04-07
365,,1 out of 5 stars,,Android,Black,1 GB,13.7 x 1.1 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail",2016-04-07
366,,,,android,Black,0.50 MB,20 x 10 x 5 cm,HSDPA,"1300mAh battery, 1.3 GHz Dual Core processor, 3 Mega Pixel Camera with powerful flash light, supports 32GB expandable memory, Dual SIM Android Phone",2016-04-07
367,,3.3 out of 5 stars,"9,499.00","Android, Jellybean",Pearl White,,14 x 1 x 7.2 cm,"GSM, (900/1800/1900 MHz), HSDPA, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, GPS, Accelerometer, E-mail, Dual SIM",2016-04-07
368,,3.7 out of 5 stars,"4,449.00","Android, Jellybean",White,512 MB,12.6 x 0.9 x 6.4 cm,"GSM, 3G, WiFi","Dual SIM, GPS, Music Player, FM Radio, Proximity sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-04-07
369,,3.8 out of 5 stars,,"Android, Kitkat",Champagne Gold,2 GB,16.7 x 1 x 8.4 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, GPS, eCompass, Gyroscope sensor, Proximity sensor, E-mail, Dual SIM, Expandable Memory: 64GB",2016-04-07
370,,,,"Android, jellyBean, Android^jellyBean",Pink,512 MB,,HSDPA,"Expandable Memory Upto 32GB, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, Gyro sensor, Compass, E-mail",2016-04-07
371,,,"4,850.00",Android,Dark Grey,1 GB,14.5 x 1 x 7.2 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail",2016-04-07
372,,4 out of 5 stars,"8,199.00","Android, Kitkat",White,1 GB,18.4 x 11 x 6.2 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), WiFi","Music Player, Video Player, GPS, Proximity sensor, Accelerometer, Ambient light sensor, E-mail, Dual SIM",2016-04-07
373,,3.5 out of 5 stars,"25,990.00",Android,Midnight Black,2 GB,15.8 x 0.6 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Light sensor, Fingerprint sensor, Geomagnetic sensor, E-mail, Expandable Memory: 128GB",2016-04-07
374,,3.7 out of 5 stars,,Android,Black,512 MB,14 x 9.2 x 4.1 cm,"GSM: Yes, 3G/WCDMA: Yes","Dual SIM, Music Player, Video Player, E-mail",2016-04-07
375,,2.6 out of 5 stars,"49,999.00",Android,Grey,,15 x 0.9 x 7.8 cm,"GSM, EDGE, 4G LTE","Single SIM, GPS, Music Player, Video Player, Accelerometer, Ambient light sensor, Gyroscope, Hall effect sensor, Infrared sensor, Magnetometer, Proximity sensor, E-mail",2016-04-07
376,,2.6 out of 5 stars,,Android,Grey,512 MB,14.4 x 0.9 x 7.3 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor, Expandable Memory: 32GB",2016-04-07
377,,1 out of 5 stars,"3,290.00",android,Black,0.50 MB,6.4 x 1.1 x 12.1 cm,WCDMA,"Dual Sim, 4 Inch, IPS WVGA Capacitive touchscreen, 4GB(1.76 GB user available), 512 MB RAM, Expandable up to 32 GB, Android OS,vs 4.4.2 (Kitkat),1.2 GHZ Dual core",2016-04-07
378,,3.8 out of 5 stars,,"Android, Kitkat",Blue,2 GB,15.8 x 0.8 x 7.9 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (900/2100 MHz), LTE, (1900/2300/2500/2600 MHz), GPRS, EDGE, WiFi 802.11 a/b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, eCompass, E-mail",2016-04-07
379,,3.4 out of 5 stars,"8,800.00",android,White,1 GB,14 x 7 x 1 cm,GSM,"Camera, Radio, Internet, E-Mail, music player",2016-04-07
380,,3.8 out of 5 stars,"14,199.00",,,,18 x 15.2 x 3.6 cm,,,2016-04-07
381,,3.7 out of 5 stars,,"Android, Kitkat",White,1 GB,14 x 1 x 7.2 cm,"GSM, (900/1800/1900 MHz), HSDPA, 3G, (900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-04-07
382,,,"20,713.00",,,,17.8 x 15 x 3.4 cm,,,2016-04-07
383,,4.1 out of 5 stars,"5,225.00",Android,Magnetic Black,1 GB,13.2 x 0.9 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G-sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
384,,4.1 out of 5 stars,,Android,White,,15.2 x 0.9 x 7.7 cm,"GSM, (900/1800/1900 MHz), WCDMA, (900/2100 MHz), WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, Gyro sensor, eCompass, Finger print sensor, E-mail",2016-04-07
385,,,,"Android, jellyBean, Android^jellyBean",White,512 MB,,HSDPA,"Expandable Memory Upto 32GB, Dual SIM, GPS, Bluetooth, Music Player, Video Player, Motion Sensor",2016-04-07
386,,1.5 out of 5 stars,"6,999.00",Android,Coffee,,14.1 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (850/900/2100 MHz), 4G LTE","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Light sensor, Proximity sensor, E-mail",2016-04-07
387,,4.2 out of 5 stars,,Android,Blue-Gold,512 MB,14.6 x 1 x 7.4 cm,"GSM, 3G, GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-07
388,,3.6 out of 5 stars,"8,850.00",Android,White,1 GB,14.5 x 0.9 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Geomagnetic sensor, E-mail, Expandable Memory: 64GB",2016-04-07
389,,4.7 out of 5 stars,,Android,Black,,14.5 x 1 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, eCompass, Proximity sensor, Ambient light sensor, E-mail",2016-04-07
390,,3.9 out of 5 stars,"5,062.00",Android,Black,512 MB,12.9 x 1.1 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, GPS, Digital Compass, G sensor, Light sensor, Proximity sensor, eCompass, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-07
391,,,"3,593.00","Android, KitKat, Android^KitKat",Gold,0.50 GB,17.7 x 10.7 x 5.6 cm,HSDPA,"Expandable Memory Upto 32GB, E-Mail, Music Player, Video Player",2016-04-07
392,,3.8 out of 5 stars,"16,990.00","Android, Kitkat",Mint,1 GB,15.6 x 0.8 x 7.9 cm,"GSM, GPRS, EDGE, UMTS, WiFi","Music Player, Video Player, GPS, Expandable Memory: 32GB",2016-04-07
393,,3.2 out of 5 stars,,"Android, Jellybean",Black,1 GB,14.5 x 0.9 x 7.2 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G-sensor, Proximity sensor, Light sensor, Magnetic sensor, E-mail",2016-04-07
394,,4 out of 5 stars,,"Android, Jellybean",White,1.5 GB,14.7 x 0.9 x 7.5 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, 3G, GPRS, EDGE, WiFi","Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, Gyro sensor, Compass, E-mail, Expandable Memory: 64GB",2016-04-07
395,,4 out of 5 stars,,"Android, Gingerbread",White,256 MB,11.7 x 1.2 x 6.3 cm,"GSM, (900/1800 MHz), GPRS, EDGE","Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-07
396,,3.5 out of 5 stars,"5,800.00",Android,Black,512 MB,9.7 x 2.9 x 5.9 cm,HSDPA,"5 MP Primary Camera, 4.3-inch Touchscreen, Android (KitKat) OS, 1.3 GHz Dual Core Processor, Dual SIM (GSM + GSM)",2016-04-07
397,,2.7 out of 5 stars,"5,490.00","Android, Kitkat",Blue,1 GB,17 x 5.6 x 10.2 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
398,,3.7 out of 5 stars,,"Android, Jellybean",Deep Black,,13.7 x 0.8 x 7 cm,"GSM, (850/900/1800/1900 MHz), GPRS, EDGE, 3G, HSPA, (850/900/1900/2100 MHz)","Video Calls, GPS, Music Player, Video Player, Accelerometer sensor, Geomagnetic sensor, Gyro sensor, Light sensor, Pressure sensor, Proximity sensor, Gesture sensor, E-mail",2016-04-07
399,,3 out of 5 stars,,"Android, Jellybean",Black-Silver,256 MB,16.2 x 9.6 x 5.2 cm,"GSM, GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, G sensor, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-07
400,,,,"Android, Jellybean",White,1 GB,13.7 x 0.9 x 7 cm,"GSM, (850/ 900/1800/1900 MHz), WCDMA, HSPA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, Video Calls, GPS, Light sensor, Magnetic sensor, Proximity sensor, Orientation sensor, Accelerometer sensor, Sound sensor, Compass support, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-07
401,,3.3 out of 5 stars,"40,900.00","Android, Lollipop",Gold,3 GB,14.2 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, eCompass, Barometer, Heart rate sensor, SPO2 sensor, E-mail",2016-04-07
402,,4.2 out of 5 stars,"25,799.00","Android, Kitkat",Black,3 GB,14.6 x 0.9 x 7.5 cm,"GSM, EDGE, 3G, WiFi","GPS, Music Player, Video Player, FM Radio, Expandable Memory: 128GB",2016-04-07
403,,2.8 out of 5 stars,,Android,white,0.50 GB,12.2 x 6.4 x 1.2 cm,HSDPA,"Qualcomm Snapdragon MSM8625 Processor, Dual gsm + cdma Sim, Android 4.1 Jelly Bean smartphone, 4 GB rom & 512 mb Ram & 32 GB Expandable, 4 Inch WVGA screen",2016-04-07
